school_code,AgeID,school_name,street,town_suburb,postcode,student_number,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,lga,electorate,fed_electorate,operational_directorate,principal_network,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude
2285,10207,Kentlyn Public School,Georges River Rd,Campbelltown ,2560,145,982,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4628 2455,kentlyn-p.school@det.nsw.edu.au,4628 4365,N,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,Dharawal,Major Cities of Australia,-34.073132,150.858576
2286,9386,Kentucky Public School,Noalimba Ave,Kentucky ,2354,49,1048,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6778 7227,kentucky-p.school@det.nsw.edu.au,6778 7208,N,Uralla (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-30.759618,151.449162
2293,10048,Kiama Public School,67 Bong Bong Street,Kiama,2533,474,1066,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4232 1471,kiama-p.school@det.nsw.edu.au,4233 1438,N,Kiama (A),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.669659,150.850567
2303,9624,Kinchela Public School,5 Right Bank Rd,Kinchela ,2440,26,939,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6567 4828,kinchela-p.school@det.nsw.edu.au,6567 4689,N,Kempsey (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.991064,152.995063
2304,8681,Kincumber Public School,Avoca Drive,Kincumber ,2251,443,1014,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4369 1544,kincumber-p.school@det.nsw.edu.au,4369 2963,N,Gosford (C),Terrigal,Robertson,Macquarie Park,Gosford,Central Coast,Central Coast,Major Cities of Australia,-33.468184,151.394355
2307,8598,Kingsgrove Public School,Kingsgrove Rd,Kingsgrove ,2208,499,1001,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9150 9097,kingsgrove-p.school@det.nsw.edu.au,9554 3776,N,Hurstville (C),Kogarah,Barton,Ultimo,Canterbury,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.947822,151.10156
2308,8592,Bexley North Public School,116 Kingsland Rd,Bexley ,2207,529,1091,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9150 6171,bexleynth-p.school@det.nsw.edu.au,9554 3514,N,Rockdale (C),Rockdale,Barton,Ultimo,Canterbury,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.940838,151.120374
2310,9393,Kingstown Public School,Bundarra-Bendemeer Rd,Kingstown ,2358,30,934,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6778 9131,kingstown-p.school@det.nsw.edu.au,6778 9122,N,Uralla (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-30.506681,151.116405
2312,5849,Kingswood Public School,Second Ave,Kingswood ,2747,411,1036,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,N,N,N,Coed,4736 4028,kingswood-p.school@det.nsw.edu.au,4736 6012,N,Penrith (C),Penrith,Lindsay,Macquarie Park,Penrith,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.765884,150.726509
2314,9332,Kirkton Public School,797 Standen Drive,Belford,2335,41,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6574 7152,kirkton-p.school@det.nsw.edu.au,6574 7227,N,Singleton (A),Upper Hunter,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England,Hunter,Inner Regional Australia,-32.609773,151.290092
2315,9288,Kitchener Public School,38 Richmond Street,Kitchener,2325,78,942,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4990 2974,kitchener-p.school@det.nsw.edu.au,4991 1875,N,Cessnock (C),Cessnock,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England,Hunter,Inner Regional Australia,-32.87782,151.369977
2319,8625,Kogarah Public School,Gladstone St,Kogarah ,2217,379,1076,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9587 9472,kogarah-p.school@det.nsw.edu.au,9553 8306,N,Kogarah (C),Kogarah,Barton,Ultimo,Georges River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.962028,151.136618
2326,11022,Koorawatha Public School,Crowther Street,Koorawatha,2807,30,915,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6345 3414,koorawatha-p.school@det.nsw.edu.au,6345 3458,N,Young (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Orange,Murrumbidgee,Western 1,Outer Regional Australia,-34.034936,148.559705
2327,9381,Kootingal Public School,Denman Avenue,Kootingal,2352,184,939,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6760 3332,kootingal-p.school@det.nsw.edu.au,6760 3064,N,Tamworth Regional (A),Tamworth,New England,Tamworth & Coffs Harbour,Tamworth,Hunter New England,North Western 2,Inner Regional Australia,-31.053487,151.053682
2330,9659,Kororo Public School,3 Korora School Road,Korora,2450,638,1012,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6653 6201,kororo-p.school@det.nsw.edu.au,6653 6776,N,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.254553,153.131921
2333,9542,Krambach Public School,3838 Bucketts Way,Krambach ,2429,42,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6559 1221,krambach-p.school@det.nsw.edu.au,6559 1206,N,Greater Taree (C),Myall Lakes,Lyne,Tamworth & Coffs Harbour,Great Lakes,Hunter New England,Manning,Inner Regional Australia,-32.046146,152.272293
2334,8692,Kulnura Public School,9 Williams Rd,Kulnura ,2250,58,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4376 1264,kulnura-p.school@det.nsw.edu.au,4376 1109,N,Gosford (C),Gosford,Robertson,Macquarie Park,Wyong,Central Coast,Central Coast,Inner Regional Australia,-33.232582,151.216011
2340,10759,Kurmond Public School,494 Bells Line of Road,Kurmond ,2757,188,1020,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4573 1648,kurmond-p.school@det.nsw.edu.au,4573 2122,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.549715,150.692309
2341,8662,Kurnell Public School,Dampier & Torres Sts,Kurnell ,2231,207,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9668 9864,kurnell-p.school@det.nsw.edu.au,9668 8131,N,Sutherland Shire (A),Cronulla,Cook,Ultimo,Port Hacking,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.010156,151.203773
2342,10768,Kurrajong Public School,1111 Grose Vale Rd,Kurrajong ,2758,229,1057,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4573 1647,kurrajong-p.school@det.nsw.edu.au,4573 2044,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.555196,150.662653
2343,10764,Kurrajong East Public School,891 East Kurrajong Road,East Kurrajong,2758,65,966,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4576 3321,kurrajonge-p.school@det.nsw.edu.au,4576 3579,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.511172,150.77726
2344,10766,Kurrajong North Public School,Bells Line of Road,Kurrajong Hills ,2758,102,1053,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4567 7291,kurrajongn-p.school@det.nsw.edu.au,4567 7267,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.541815,150.639446
2349,9755,Kyogle Public School,192 Summerland Way,Kyogle ,2474,315,929,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6632 1200,kyogle-p.school@det.nsw.edu.au,6632 2579,N,Kyogle (A),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.625165,153.003916
2353,10499,Ladysmith Public School,Tywong St,Ladysmith ,2652,41,973,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6922 1524,ladysmith-p.school@det.nsw.edu.au,6922 1696,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1 ,Inner Regional Australia,-35.208549,147.510963
2354,10420,Laggan Public School,Laggan Rd,Laggan ,2583,17,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4837 3215,laggan-p.school@det.nsw.edu.au,4837 3227,N,Upper Lachlan Shire (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Southern NSW,Upper South Coast,Inner Regional Australia,-34.406246,149.527721
2356,9290,Laguna Public School,3738 The Great North Road,Laguna,2325,69,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4998 8251,laguna-p.school@det.nsw.edu.au,4998 8106,N,Cessnock (C),Cessnock,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England,Hunter,Inner Regional Australia,-32.992121,151.130526
2357,10484,Lake Albert Public School,Main St,Lake Albert ,2650,508,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6922 6400,lakealbert-p.school@det.nsw.edu.au,6926 2065,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.173563,147.37924
2359,6483,Lake Cargelligo Central School,65 Canada Street,Lake Cargelligo,2672,260,848,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6898 1008,lakecargel-c.school@det.nsw.edu.au,6898 1323,Y,Lachlan (A),Barwon,Parkes,Dubbo & Wagga Wagga,Lachlan,Western NSW,Riverina 1,Remote Australia,-33.294836,146.373966
2360,8567,Lakemba Public School,Alice St,Lakemba ,2195,510,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9759 8079,lakemba-p.school@det.nsw.edu.au,9740 6794,N,Canterbury (C),Lakemba,Watson,Ultimo,Canterbury,Sydney,Metropolitan South West,Major Cities of Australia,-33.923615,151.070046
2362,8711,Lake Munmorah Public School,Carters Rd,Lake Munmorah,2259,470,962,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4358 1171,lakemunmor-p.school@det.nsw.edu.au,,N,Wyong (A),Swansea,Shortland,Macquarie Park,Wyong,Central Coast,Central Coast,Major Cities of Australia,-33.1882,151.575559
2363,10545,Lake Wyangan Public School,Boorga Rd,Lake Wyangan ,2680,115,975,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6962 3217,lakewyanga-p.school@det.nsw.edu.au,6964 1462,N,Griffith (C),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 2,Outer Regional Australia,-34.248183,146.034238
2366,9121,Lambton Public School,18-30 Croudace St,Lambton,2299,386,1024,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4957 1667,lambton-p.school@det.nsw.edu.au,4956 2430,N,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Newcastle,Hunter New England,Hunter,Major Cities of Australia,-32.911705,151.704134
2368,7616,Lane Cove Public School,Austin St & Longueville Rd,Lane Cove ,2066,840,1167,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9427 1024,lanecove-p.school@det.nsw.edu.au,9418 6277,N,Lane Cove (A),Lane Cove,North Sydney,Macquarie Park,North Sydney,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.816514,151.169134
2370,9549,Lansdowne Public School,Cundle Rd & Macquarie St,Lansdowne,2430,47,887,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6556 7147,lansdowne-p.school@det.nsw.edu.au,6556 7064,N,Greater Taree (C),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Hunter New England,Manning,Inner Regional Australia,-31.783944,152.532056
2372,9550,Upper Lansdowne Public School,1399 Upper Lansdowne Rd,Upper Lansdowne ,2430,26,944,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6556 9163,lansdowneu-p.school@det.nsw.edu.au,6556 9219,N,Greater Taree (C),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Hunter New England,Manning,Inner Regional Australia,-31.705206,152.467389
2373,7567,La Perouse Public School,Yarra Rd,La Perouse ,2036,30,780,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9311 2210,laperouse-p.school@det.nsw.edu.au,9311 3805,N,Randwick (C),Maroubra,Kingsford Smith,Ultimo,Botany Bay,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.978352,151.235423
2374,9179,Largs Public School,1-5 Hunter St,Largs ,2320,139,974,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4930 1494,largs-p.school@det.nsw.edu.au,4930 1843,N,Maitland (C),Maitland,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Major Cities of Australia,-32.700491,151.60564
2375,9810,Larnook Public School,1282 Cawongla Road,Larnook,2480,30,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6688 0133,larnook-p.school@det.nsw.edu.au,6688 0189,N,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.648612,153.114765
2377,9637,Laurieton Public School,Bold St,Laurieton ,2443,206,965,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6559 9084,laurieton-p.school@det.nsw.edu.au,6559 9572,N,Port Macquarie-Hastings (A),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast,Manning,Inner Regional Australia,-31.651768,152.797491
2378,10448,Lavington Public School,497 Hague St,Lavington ,2641,308,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6025 1864,lavington-p.school@det.nsw.edu.au,6040 2325,N,Albury (C),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1 ,Inner Regional Australia,-36.037411,146.928265
2379,9714,Lawrence Public School,High St,Lawrence ,2460,62,945,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6647 7354,lawrence-p.school@det.nsw.edu.au,6647 7068,N,Clarence Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Clarence Valley,Northern NSW,Upper North Coast,Outer Regional Australia,-29.491625,153.100368
2381,10871,Lawson Public School,Adelaide Street,Lawson,2783,251,1025,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4759 1196,lawson-p.school@det.nsw.edu.au,4759 2693,N,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.721217,150.428243
2386,10558,Leeton Public School,Mallee St,Leeton,2705,382,980,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6953 3488,leeton-p.school@det.nsw.edu.au,6953 3175,N,Leeton (A),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.546126,146.407232
2391,10868,Leura Public School,Cnr Mount Hay Rd & Willow Park Ave,Leura,2780,262,1061,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4784 1251,leura-p.school@det.nsw.edu.au,4784 3156,N,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.711151,150.336733
2394,7790,Lidcombe Public School,Mills Street,Lidcombe ,2141,675,1009,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9649 7576,lidcombe-p.school@det.nsw.edu.au,9749 1197,N,Auburn (C),Auburn,Reid,Ultimo,Strathfield,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.861019,151.046926
2395,16309,Lightning Ridge Central School,Kaolin Street,Lightning Ridge,2834,369,829,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6829 0511,lightningr-c.school@det.nsw.edu.au,6829 0137,Y,Walgett (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,North Western 1,Remote Australia,-29.425211,147.978614
2403,7626,Lindfield Public School,Pacific Hwy,Lindfield ,2070,771,1184,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9416 1903,lindfield-p.school@det.nsw.edu.au,9416 2317,N,Ku-ring-gai (A),Davidson,Bradfield,Macquarie Park,Ku-Ring-Gai,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.78075,151.168917
2404,7627,Lindfield East Public School,Tryon Rd,East Lindfield,2070,764,1192,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9416 1955,lindfielde-p.school@det.nsw.edu.au,9416 2836,N,Ku-ring-gai (A),Davidson,Bradfield,Macquarie Park,Ku-Ring-Gai,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.767479,151.18429
2407,8682,Lisarow Public School,17 MacDonalds Road,Lisarow,2250,306,1037,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4362 1048,lisarow-p.school@det.nsw.edu.au,4362 1621,N,Gosford (C),The Entrance,Dobell,Macquarie Park,Gosford,Central Coast,Central Coast,Major Cities of Australia,-33.381283,151.376296
2409,9819,Lismore South Public School,Phyllis St & Wilson St,South Lismore,2480,225,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,6621 3433,lismoresth-p.school@det.nsw.edu.au,6622 2797,N,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Lismore,Northern NSW,Upper North Coast,Inner Regional Australia,-28.809502,153.262056
2410,10963,Lithgow Public School,163 Mort St,Lithgow ,2790,396,930,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,N,N,N,Coed,6351 2297,lithgow-p.school@det.nsw.edu.au,6353 1039,N,Lithgow (C),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Nepean Blue Mountains,Western 1,Inner Regional Australia,-33.482092,150.160227
2413,10771,Llandilo Public School,Seventh Ave,Llandilo,2760,335,943,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4777 4124,llandilo-p.school@det.nsw.edu.au,4777 5085,N,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.707237,150.751783
2417,9180,Lochinvar Public School,New England Hwy,Lochinvar ,2321,156,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4930 7223,lochinvar-p.school@det.nsw.edu.au,4930 7804,N,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Inner Regional Australia,-32.700305,151.451988
2418,10509,Lockhart Central School,Halliday St,Lockhart ,2656,88,891,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6920 5209,lockhart-c.school@det.nsw.edu.au,6920 5635,N,Lockhart (A),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Outer Regional Australia,-35.222753,146.714747
2421,10728,Londonderry Public School,Londonderry Rd,Londonderry ,2753,204,941,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4578 1900,londonderr-p.school@det.nsw.edu.au,4588 5883,N,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.647454,150.736905
2423,9646,Long Flat Public School,5077 Oxley Highway,Long Flat,2446,43,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6587 4255,longflat-p.school@det.nsw.edu.au,6587 4334,N,Port Macquarie-Hastings (A),Oxley,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.437823,152.48612
2428,9661,Lowanna Public School,Coramba Rd,Lowanna ,2450,33,851,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6654 5243,lowanna-p.school@det.nsw.edu.au,6654 5370,N,Coffs Harbour (C),Coffs Harbour,Page,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.20722,152.899923
2429,10468,Lowesdale Public School,Riverina Hwy,Lowesdale ,2646,19,1059,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6035 8216,lowesdale-p.school@det.nsw.edu.au,6035 8219,N,Corowa Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1 ,Inner Regional Australia,-35.856229,146.368662
